00000609105007 6
00000609106004 6
00000609107001 8
00000609108008 10
00000609111008 6
00000609111206 11
00000609111350 8
00000609115006 0
00000609116003 3
00000609122004 0
00000609126002 15
00000609127009 15
00000609131006 7
00000609133000 9
00000609153008 13
00000609154005 2
00000609156504 1
00000609157501 4
00000609158508 10
00000609160006 2
00000609161003 7
00000609165001 13
00000609166008 8
00000609170098 5
00000609172009 2
00000609173006 5
00000609175031 8
00000609176038 1
00000609177035 3
00000609221004 11
00000609238064 6
00000609300600 4
00000609301003 4
00000609305001 2
00000609306008 5
00000609308002 13
00000609322022 1
00000609327003 15
00000609344703 5
00000609346004 14
00000609346707 13
00000609472000 10
00000609750474 10
00000609751006 7
00000609752003 9
00000609752331 8
00000609920631 14
00000609920648 1
00000609920686 7
00000609940004 2
00000609940110 1
00000609940141 9
00000609940172 6
00000609940196 8
00000609940226 0
00000609940233 0
00000609940240 0
00000609940257 3
00000609940264 2
00000609940271 11
00000609940608 8
00000609941636 9
00000645000670 12
00000651000107 9
00000651319018 10
00000680000017 7
00000680000024 1
00000680000031 5
00000680000079 5
00000709232139 11
00000774000886 13
00000774601465 15
00000774601823 3
00000790098201 15
00000790210009 1
00000790810018 13
00000790810056 1
00000790810087 14
00000790810322 4
00000790900900 6
00000901000017 14
00000901000024 4
00000901000055 6
00000901000079 6
00000901000093 14
00000901000291 5
00000901000505 7
00000901002004 1
00000901002103 14
00000901016315 11
00000901016322 14
00000901040051 4
00000940985108 6
00000988025347 8
00001114601140 1
00001114610030 5
00001114663994 12
00002081980004 15
00002084970002 0
00002110027151 7
00002110047104 3
00002110600101 8
00002110600156 13
00002110600224 13
00002110771207 7
00002110771221 3
00002110771511 15
00002112032367 6
00002300043936 5
00003077101557 8
00003390080027 3
00004142065057 6
00004152031140 0
00004650071594 10
00004800118071 4
00006079574961 2
00006609600870 2
00006952016755 13
00006952017066 6
00007032711898 9
00007144306807 3
00007144307149 9
00007144308955 2
00007144309518 1
00007144309549 10
00007144309563 5
00007144309600 11
00007144309624 13
00007850906025 11
00007959900115 5
00007959900221 15
00008005758308 15
00008005930018 8
00008005930025 11
00008005930100 7
00008005958043 6
00008005985179 13
00008005987166 10
00008005987852 11
00008077101101 10
00008077101118 9
00008077101125 14
00008077102122 7
00008077102139 8
00008077102146 9
00008100004126 1
00008107259949 0
00008107359946 6
00008107559940 3
00008107659947 12
00008107829944 2
00008107839943 0
00008107929941 3
00008155902903 8
00008155902910 13
00008155902927 12
00008208499206 13
00008274000504 9
00008274000542 0
00008274000566 15
00008274000573 11
00008274000580 3
00008274111118 6
00008274123456 13
00008274222227 13
00008274234152 1
00008274333336 13
00008274444445 10
00008274991239 8
00008295615268 14
00008295660084 1
00008295660770 0
00008295660794 0
00008295660954 2
00008295661012 1
00008295661036 0
00008295661050 14
00008295661074 6
00008295661098 1
00008346026357 0
00008346026371 4
00008346026524 8
00008346048953 10
00008346048977 4
00008346048991 13
00008346049707 4
00008346070527 5
00008346070534 7
00008346070565 1
00008346114573 1
00008346121410 6
00008346121427 13
00008346121793 1
00008346122004 1
00008346122011 5
00008346122035 5
00008346122042 5
00008346122219 13
00008346122226 7
00008346122318 2
00008346137381 0
00008346137411 3
00008346137442 11
00008346137497 7
00008346226214 5
00008346226238 11
00008346287109 13
00008500001210 4
00008500004528 6
00008500660021 13
00008547011633 7
00008547016041 15
00008547440259 2
00008563888783 15
00008563888790 3
00008577000492 7
00008725030708 10
00008725032252 8
00008725032498 9
00008725032931 6
00008725033006 1
00008725033105 13
00008725033136 9
00008725033174 13
00008725033280 2
00008725033372 2
00008725035789 14
00008725037813 3
00008725052168 8
00008725052229 9
00008725052298 9
00008725052366 12
00008725052373 5
00008725052380 7
00008725061269 9
00008725080116 15
00008725170251 14
00008725170602 7
00008725230214 9
00008725230245 6
00008725283166 0
00008727000013 6
00008727000020 14
00008727000037 8
00008727000365 5
00008727000372 11
00008727000389 10
00008745600509 1
00008858351602 12
00008858357208 0
00008904609609 5
00008982000025 7
00008982000513 12
00008982000636 13
00009073102048 1
00009073102079 6
00009073102130 6
00009073102222 11
00009073102314 9
00009073102963 2
00009265719863 8
00009300000116 15
00009300000161 13
00009300000444 11
00009300000673 6
00009300000703 14
00009300000741 4
00009300000772 0
00009300000802 9
00009300000857 15
00009300000901 3
00009300001014 1
00009300001021 2
00009300001083 5
00009300001090 5
00009300001984 10
00009300003056 14
00009300003308 9
00009300003384 5
00009300004800 2
00009300004817 8
00009300006354 7
00009300006408 1
00009300006507 3
00009300006521 9
00009300006545 12
00009300128339 1
00009300187077 14
00009542000066 0
00009542000080 9
00009542000097 15
00009542004859 6
00009542005177 6
00009542005184 14
00009542005191 11
00009542005313 0
00009542005436 14
00009542005443 6
00009542005450 3
00009542005467 5
00009542005474 1
00009542005481 3
00009542005498 8
00009542005504 12
00009542005610 1
00009542006082 6
00009542006099 7
00009542006167 15
00009542006181 9
00009542006716 15
00009542006747 9
00009542006761 5
00009542007010 5
00009542007942 1
00009542007966 11
00009542007973 3
00009542008376 11
00009542008437 5
00009542008444 8
00009542008475 14
00009542009069 2
00009542009175 8
00009542009588 1
00009542009878 9
00009542011178 7
00009542011185 3
00009542011192 5
00009542011253 10
00009542011680 12
00009542011710 8
00009542011727 14
00009542011765 13
00009542011789 12
00009542011796 4
00009542011949 3
00009542011956 11
00009542011963 8
00009542012410 5
00009551021052 3
00009551021069 10
00009551060013 14
00009551970022 4
00009551973207 15
00009551982223 0
00009551984043 6
00009787001958 0
00009800001811 5
00009800004423 5
00009800006304 3
00009800006311 11
00009800006335 10
00009800007332 12
00009800007370 15
00009800007400 7
00009800007608 9
00009800007615 0
00009800007639 10
00009800007660 4
00009800007677 14
00009800007721 7
00009800007783 2
00009800007813 1
00009800007875 0
00009800007899 15
00009800111480 6
00009800111589 12
00009800120314 6
00009800120949 4
00009800129379 2
00009800142019 11
00009800145010 8
00009800190126 8
00009800200375 3
00009800200382 3
00009800304783 6
00009800800056 7
00009800801107 3
00009800892204 0
00009800895007 9
00009800895250 7
00009800899043 4
00009800899814 0
00009800899838 15
00010007123503 10
00010043010713 0
00010043010829 8
00010043010867 11
00010043012205 0
00010043012229 3
00010043012236 9
00010043012243 4
00010043050252 6
00010043050320 4
00010043050399 13
00010043050504 12
00010043050511 10
00010043050924 13
00010043050948 6
00010043050962 1
00010043051747 2
00010043054540 10
00010043056902 0
00010043057459 1
00010043062002 15
00010043062156 8
00010043062422 3
00010043062569 11
00010043406554 9
00010043435981 7
00010043470999 7
00010043570446 7
00010043811587 11
00010043861445 6
00010043931308 14
00010043940430 9
00010101800973 4
00010112000089 12
00010181000058 14
00010181000089 9
00010181023002 7
00010181025068 10
00010181025082 3
00010181025105 6
00010181025136 15
00010181025143 10
00010181025174 14
00010181025198 2
00010181025204 12
00010181025280 10
00010181025358 6
00010181025556 8
00010181025938 5
00010181025945 4
00010181026003 7
00010181033056 2
00010181033087 10
00010181033124 13
00010181033131 7
00010181033148 6
00010181033155 1
00010181033193 12
00010181033209 15
00010181035067 8
00010181035104 1
00010181035722 0
00010181040313 9
00010181040351 11
00010181040399 10
00010181040504 7
00010181040528 3
00010181040580 1
00010181040597 14
00010181040702 14
00010181040733 9
00010181040764 3
00010181041037 12
00010181041051 5
00010181041105 0
00010181041419 10
00010181041433 3
00010181041464 9
00010181041471 12
00010181041532 7
00010181041587 15
00010181041655 1
00010181041730 10
00010181041808 14
00010181041877 1
00010181041952 7
00010181042225 8
00010181042270 11
00010181042287 8
00010181043222 7
00010181043352 14
00010181043918 11
00010181043925 11
00010181044038 12
00010181044045 2
00010181044175 2
00010181044250 14
00010181044281 8
00010181044366 1
00010181044397 10
00010181044526 2
00010181045011 7
00010181045028 3
00010181045042 14
00010181045059 0
00010181045073 12
00010181045127 1
00010181045363 1
00010181045370 3
00010181045394 8
00010181045400 9
00010181045554 3
00010181045721 3
00010181045738 15
00010181045752 14
00010181045783 0
00010181045806 5
00010181045851 6
00010181045912 1
00010181045936 6
00010181045943 9
00010181045950 11
00010181045967 12
00010181048906 6
00010181048920 8
00010181048944 3
00010181055935 9
00010181055942 7
00010181055959 7
00010181072000 13
00010181073809 7
00010181073861 12
00010181075001 6
00010181075056 3
00010181075094 15
00010181077050 9
00010181080357 14
00010181080364 10
00010181140648 12
00010200100356 14
00010200231005 9
00010200245002 3
00010300000136 8
00010300000143 13
00010300000228 8
00010300000259 7
00010300064206 5
00010300064213 6
00010300064220 4
00010300064411 1
00010300064428 8
00010300064442 11
00010300064466 1
00010300064701 1
00010300102793 3
00010300141518 11
00010300144519 2
00010300303015 6
00010300303954 5
00010300333012 1
00010300333227 12
00010300333241 13
00010300336013 4
00010300343257 11
00010300344018 11
00010300348955 2
00010300536215 8
00010300543251 3
00010300550112 4
00010300550310 11
00010300550426 12
00010300808794 15
00010300841715 7
00010300843252 0
00010300863014 3
00010300930013 2
00010300930211 0
00010300930228 1
00010300933014 15
00010300933021 10
00010300936213 5
00010300937012 9
00010300937227 5
00010315944111 14
00010315944142 5
00010315944173 11
00010331000167 7
00010331000204 3
00010369207828 13
00010369821727 15
00010369821833 14
00010369831412 0
00010369831634 12
00010369988048 12
00010369988314 15
00010374682139 8
00010374690066 13
00010486007004 3
00010486007035 6
00010486007073 3
00010486007080 8
00010486007103 13
00010486007110 5
00010486007127 2
00010486007158 7
00010486007172 10
00010486007189 7
00010486007202 15
00010486007240 0
00010486007257 12
00010486007288 9
00010486007295 9
00010486007318 14
00010486007325 12
00010486007349 15
00010486012121 9
00010562000431 7
00010562650049 11
00010609628628 14
00010700000224 13
00010700021526 10
00010700024404 7
00010700026606 1
00010700060808 2
00010700062000 6
00010700066114 1
00010700066176 12
00010700066244 3
00010700088406 2
00010700132710 6
00010700132734 12
00010700132758 12
00010700156716 15
00010700450166 11
00010700501806 11
00010700507365 4
00010700518514 0
00010700519207 15
00010700519306 9
00010700519559 13
00010700529664 5
00010700531001 6
00010700531049 13
00010700608208 13
00010700702302 9
00010700702326 5
00010700702388 12
00010700702807 4
00010700708106 3
00010700708601 2
00010700807229 1
00010700807274 0
00010705300503 9
00010705400852 8
00010712615010 3
00010742042725 5
00010861001214 8
00010861001597 13
00010861001986 9
00010861002341 10
00010861002754 5
00010878010148 14
00010878010285 15
00010878341112 5
00010878344434 5
00010900000154 13
00010900000185 0
00010900000215 11
00010900000246 1
00010900000284 1
00010900001038 1
00010900001144 1
00010900001366 1
00010900001472 8
00010900002912 8
00010900003117 12
00010900003308 13
00010900003834 15
00010900003919 15
00010900005043 14
00010900005104 8
00010900005319 15
00010900013314 11
00010900016018 11
00010900033244 0
00010900033251 1
00010900033800 14
00010900063876 3
00010900080316 10
00010900082013 3
00010900633369 7
00010900633376 7
00010900743310 2
00011013100199 8
00011013100250 4
00011013120197 11
00011013120333 14
00011013120340 11
00011013120500 2
00011013130509 8
00011013130523 12
00011013150088 14
00011013200233 7
00011013200240 1
00011013200271 15
00011013220323 12
00011013610162 14
00011013620161 7
00011013630160 7
00011013640169 7
00011013740074 1
00011013797481 15
00011017101406 0
00011017103905 8
00011017122883 2
00011017149002 13
00011017302384 14
00011017302476 6
00011017314059 4
00011017314066 13
00011017320104 8
00011017320593 9
00011017322603 9
00011017322610 15
00011017370802 4
00011017370819 14
00011017403203 12
00011017403210 14
00011017403791 8
00011017403883 4
00011017403920 5
00011017403944 11
00011017403968 14
00011017404149 13
00011017404439 6
00011017404453 13
00011017404873 7
00011017404897 0
00011017404910 14
00011017404989 13
00011017405078 12
00011017405177 2
00011017405269 8
00011017405498 1
00011017405511 5
00011017405535 15
00011017405542 11
00011017405573 10
00011017405788 10
00011017406037 11
00011017406051 8
00011017407096 11
00011017407287 7
00011017407300 4
00011017407348 8
00011017407362 0
00011017407386 14
00011017407409 12
00011017407423 6
00011017407812 12
00011017407836 14
00011017407874 7
00011017407935 6
00011017407997 6
00011017410348 3
00011034420054 2
00011063214655 0
00011079000044 6
00011092100240 3
00011092100264 15
00011111007932 1
00011111012080 0
00011111012097 10
00011111012158 10
00011111012165 2
00011111014121 8
00011111014138 9
00011111014145 7
00011111014909 8
00011111027749 6
00011111027916 7
00011111038097 4
00011111039919 3
00011111042421 13
00011111064584 11
00011111065925 0
00011111074705 5
00011111076242 15
00011111076266 10
00011111079731 4
00011111079748 0
00011111110939 8
00011111110946 10
00011111113756 10
00011111114241 0
00011111114258 9
00011111115224 3
00011111119253 15
00011111121140 0
00011111122246 14
00011111124257 13
00011111125056 10
00011111125186 9
00011111127388 5
00011111173712 9
00011111173729 9
00011111192553 7
00011111192560 3
00011111194458 15
00011111195516 10
00011111197435 15
00011111200340 1
00011111200357 10
00011111212091 12
00011111212190 6
00011111216488 6
00011111240193 13
00011111240209 10
00011111240278 3
00011111240292 5
00011111240360 8
00011111240377 5
00011111240391 2
00011111240407 6
00011111240919 14
00011111240933 1
00011111258419 6
00011111258525 2
00011111258594 10
00011111259348 7
00011111259423 2
00011111260122 0
00011111261303 14
00011111261310 11
00011111261327 1
00011111262706 14
00011111262843 12
00011111262850 7
00011111265059 5
00011111265066 6
00011111265943 0
00011111265950 9
00011111265981 2
00011111265998 2
00011111266148 12
00011111266650 1
00011111274174 0
00011111281073 14
00011111281110 8
00011111282186 1
00011111282193 0
00011111282339 4
00011111283114 5
00011111320161 4
00011111320291 10
00011111325241 6
00011111325388 5
00011111327931 14
00011111342217 4
00011111344839 13
00011111346796 8
00011111347670 1
00011111347755 13
00011111347762 1
00011111347861 14
00011111347878 2
00011111348462 5
00011111348479 1
00011111359215 5
00011111375512 8
00011111610118 7
00011111610156 10
00011111610736 15
00011111610798 9
00011111611023 12
00011111611177 10
00011111611207 8
00011111611252 5
00011111611337 10
00011111611641 0
00011111611955 12
00011111613287 8
00011111613348 6
00011111613782 7
00011111677807 11
00011111730113 4
00011111730533 1
00011111774186 14
00011115340035 3
00011115340042 5
00011115395158 6
00011115871324 11
00011120003994 15
00011120004021 5
00011120004076 13
00011120007336 4
00011120038422 15
00011120053265 9
00011120053296 12
00011120059786 13
00011120089707 14
00011120090345 7
00011120090369 12
00011120101966 6
00011120108132 12
00011120108149 4
00011120108170 9
00011120108187 3
00011120108194 15
00011120108200 4
00011120108217 6
00011120108224 9
00011120108231 2
00011120108248 6
00011120108255 9
00011120108262 14
00011120108286 5
00011120108293 4
00011120108309 11
00011120108330 0
00011120108354 5
00011120108361 7
00011120111934 7
00011120164671 12
00011120167337 7
00011120167603 0
00011120168051 9
00011120183900 5
00011120205053 13
00011121000145 2
00011121000282 5
00011121000404 13
00011121000459 2
00011121000640 15
00011124100118 7
00011124300105 5
00011124300433 10
00011126001024 15
00011126003288 8
00011126007156 3
00011132003920 15
00011132006815 4
00011132028152 8
00011132108359 12
00011132108403 2
00011132108601 14
00011132109295 13
00011132117559 6
00011132125165 3
00011132125318 15
00011132125349 15
00011132125417 13
00011132125448 12
00011132125523 5
00011132125615 12
00011132126650 8
00011132135973 13
00011132136048 8
00011132136062 12
00011132142285 14
00011132142865 5
00011132142872 13
00011132152321 2
00011132369408 13
00011132521479 15
00011132896324 12
00011140103896 1
00011140104763 12
00011140281600 2
00011140281617 6
00011140425004 8
00011140798009 2
00011140871023 13
00011141100023 5
00011141100054 5
00011141100221 13
00011141100245 13
00011141100290 6
00011141100405 3
00011141101365 7
00011141101808 11
00011141101969 2
00011141102102 2
00011141102614 5
00011141102713 0
00011141102751 10
00011141102812 15
00011141102911 14
00011141105264 12
00011146121092 7
00011146121108 10
00011151800326 7
00011152000527 9
00011152005065 0
00011152010960 10
00011152012490 10
00011152013589 1
00011152019215 12
00011152021409 4
00011152024011 2
00011152024585 2
00011152024721 12
00011152024882 3
00011152025391 1
00011152026084 8
00011152027043 5
00011152027869 12
00011152028316 4
00011152030234 5
00011152030418 8
00011152031880 9
00011152031941 7
00011152032603 0
00011152032634 10
00011152033167 13
00011152033174 3
00011152033181 0
00011152033624 9
00011152034607 0
00011152034706 0
00011152036359 7
00011152038308 13
00011152038513 8
00011152042831 10
00011152063157 0
00011152064505 13
00011152066004 15
00011152066301 1
00011152067599 4
00011152068282 6
00011152079196 13
00011152079202 7
00011152086316 11
00011152093901 15
00011152094564 2
00011152095325 4
00011152096278 3
00011152096308 5
00011152096339 13
00011152096452 0
00011152097701 14
00011152099392 1
00011152107424 6
00011152116556 9
00011152129082 15
00011152131580 15
00011152136127 4
00011152136530 13
00011152144092 5
00011152145952 0
00011152145969 5
00011152149585 0
00011152149615 11
00011152152974 4
00011152156828 5
00011152161679 0
00011152167930 4
00011152177007 0
00011152184562 8
00011152184685 10
00011152185552 7
00011152189369 10
00011152198903 2
00011152205083 11
00011152207094 14
00011152211626 9
00011152216799 9
00011152216805 12
00011152218717 10
00011152218731 14
00011152225616 6
00011152225623 0
00011152225647 6
00011152225654 5
00011152226125 9
00011152226132 13
00011152229980 14
00011152230047 8
00011152238357 4
00011152241029 0
00011152251004 13
00011152254999 7
00011152261294 14
00011152263373 11
00011152263557 9
00011152276410 1
00011152285863 12
00011152285894 15
00011152286327 10
00011152286358 5
00011152286471 6
00011152286501 14
00011152291185 13
00011152403427 0
00011152404981 12
00011152411699 4
00011152426136 15
00011152443683 4
00011152453040 11
00011152453378 11
00011152453439 15
00011152453798 2
00011152453828 9
00011152453859 0
00011152453880 14
00011152453910 2
00011152455266 2
00011152470146 6
00011152472843 13
00011152687094 3
00011152817606 12
00011152851686 13
00011152851716 11
00011152851747 13
00011156000134 12
00011156000141 9
00011156000158 5
00011156000202 2
00011156000219 5
00011156000226 7
00011156000301 4
00011156000325 11
00011156000332 3
00011156050054 3
00011156051044 1
00011156051082 7
00011156051402 14
00011156051426 2
00011156051525 11
00011156051785 14
00011156051808 0
00011156054502 13
00011156059118 11
00011156059262 6
00011156059279 7
00011162101702 3
00011162102082 11
00011162102150 5
00011162102303 14
00011162102334 11
00011162102358 6
00011162102501 15
00011162102624 9
00011162102655 15
00011162102686 15
00011162102723 13
00011162111022 5
00011162111275 3
00011162111893 7
00011162112081 5
00011162112319 4
00011162112357 2
00011162112371 5
00011162112388 13
00011162112395 1
00011162112401 9
00011162120123 2
00011167020749 3
00011167048446 4
00011167255059 4
00011171043772 9
00011171202797 8
00011171202803 12
00011171230264 13
00011171230325 13
00011171230332 10
00011171230349 2
00011171230578 5
00011171230592 9
00011171230608 1
00011171230615 15
00011171230929 7
00011171230936 3
00011171230943 15
00011171233104 7
00011171233111 0
00011171233128 3
00011171236358 11
00011171329364 2
00011171329371 8
00011171329401 9
00011171329418 7
00011171329456 2
00011171329463 6
00011171352775 9
00011171379475 14
00011171403125 14
00011171404344 6
00011171434556 1
00011171438639 9
00011171438707 12
00011171445187 4
00011171462498 10
00011171462696 8
00011171469237 0
00011179020942 3
00011179050857 5
00011179050949 5
00011179062805 11
00011179062867 7
00011179063000 14
00011179063260 8
00011179063451 7
00011179350018 7
00011179486212 10
00011179486267 10
00011179530267 5
00011179711802 14
00011179980536 0
00011187001018 5
00011194156770 0
00011194265915 3
00011194272500 12
00011194276720 7
00011194290580 9
00011194301224 5
00011194317409 6
00011194327552 10
00011194348199 15
00011194350482 12
00011194352875 7
00011194367237 10
00011194367800 13
00011194368067 14
00011194370770 15
00011200000097 7
00011200000127 10
00011200000141 5
00011200000158 13
00011200000165 1
00011200000172 3
00011200000189 14
00011200000196 4
00011206000343 11
00011206000367 2
00011206000374 4
00011206000930 11
00011206000947 13
00011206002682 4
00011206212135 14
00011209003662 13
00011210000155 0
00011210000216 6
00011210001527 14
00011210002500 6
00011210003101 3
00011210004009 5
00011210004054 3
00011210006096 0
00011210006102 12
00011210006706 15
00011210007703 3
00011210008199 15
00011210008359 12
00011210009301 15
00011210009714 5
00011210020207 12
00011210021501 5
00011210023000 12
00011210023604 2
00011210023659 8
00011210024007 2
00011210025554 7
00011210082465 15
00011210090644 6
00011210090736 3
00011210093737 10
00011210097599 14
00011212000603 12
00011212000788 8
00011212002010 13
00011212002058 9
00011212002065 15
00011215000051 2
00011215012511 6
00011215013518 4
00011215013570 5
00011215306870 1
00011215319825 0
00011215326403 15
00011215326571 9
00011215327202 14
00011215336655 14
00011215346210 5
00011215616214 11
00011215617211 11
00011228000161 13
00011228001601 5
00011228080064 2
00011228080606 11
00011246101543 13
00011246125389 0
00011246140382 11
00011246140399 12
00011246140405 2
00011246140443 6
00011246143093 13
00011246147879 5
00011246159384 4
00011246160380 11
00011246171386 10
00011246173380 6
00011246178385 3
00011246180555 1
00011246182559 10
00011246191384 9
00011246199380 2
00011246201540 8
00011246204541 1
00011246205555 13
00011246208587 13
00011246220558 15
00011246223542 0
00011246226581 9
00011246232544 8
00011246232551 5
00011246233541 7
00011246248545 2
00011246269588 2
00011246278542 13
00011246308027 14
00011246356554 6
00011246372554 14
00011246408543 2
00011246408550 13
00011246414544 9
00011246422549 2
00011246422556 5
00011246423546 14
00011246487555 9
00011246488552 1
00011246490555 5
00011246493556 14
00011246494553 2
00011246502555 8
00011246513551 0
00011246529552 13
00011246530558 14
00011246532552 15
00011246537557 5
00011246538585 3
00011246539551 7
00011246620549 3
00011246622543 13
00011246624547 0
00011246630388 5
00011246636878 14
00011246646389 4
00011246650874 10
00011246651871 7
00011246657873 8
00011246661597 6
00011246662594 5
00011246671381 9
00011246680550 0
00011246684558 8
00011246980469 8
00011246980476 2
00011246980483 3
00011246980490 13
00011246980520 13
00011246980544 5
00011246980551 10
00011246980575 11
00011251012704 14
00011251014104 1
00011251014111 14
00011251088037 0
00011251088044 14
00011251088051 15
00011259801133 10
00011259806046 3
00011259806121 3
00011259806244 15
00011259806862 14
00011259806886 6
00011259904209 14
00011259904223 14
00011259904247 6
00011259904278 15
00011259904292 12
00011259904308 7
00011259904537 5
00011274000221 13
00011274000238 11
00011289008007 9
00011289524392 10
00011300010729 0
00011300024658 14
00011300061912 7
00011300062018 4
00011300064098 9
00011300064340 7
00011300064364 2
00011300064388 0
00011300064395 11
00011300064692 5
00011300067105 7
00011300067174 7
00011300071096 5
00011300071362 8
00011300071393 1
00011300071447 7
00011300078163 14
00011300081446 11
00011300102288 4
00011300104947 14
00011300104978 12
00011300121463 11
00011300140259 7
00011300140754 13
00011300337161 3
00011300380709 7
00011300381102 9
00011300414978 1
00011300492280 7
00011300562280 1
00011300562365 13
00011300653285 11
00011300683725 13
00011300741586 15
00011300744365 8
00011300820717 7
00011300820762 8
00011300820793 3
00011300998133 2
00011313019924 12
00011313019931 1
00011313020159 9
00011313070109 14
00011313070208 15
00011313070703 3
00011313070802 0
00011318000040 8
00011318000453 4
00011318000743 5
00011318013866 14
00011318014207 11
00011318819383 12
00011318819413 11
00011318819468 5
00011318819499 9
00011318819505 11
00011318819529 7
00011318819574 8
00011318819581 6
00011318819673 7
00011353000227 9
00011368002384 4
00011368042519 14
00011433021135 5
00011433021166 8
00011433021449 5
00011433031233 11
00011433031264 14
00011433031318 4
00011433031370 15
00011433061124 5
00011433061148 3
00011433073165 13
00011433110570 14
00011433110587 9
00011433110617 10
00011433110648 14
00011433112673 9
00011433112734 11
00011433112932 13
00011433112956 4
00011433113939 6
00011433114592 4
00011433114684 0
00011433115117 10
00011433115704 4
00011433117081 1
00011433117142 13
00011433118316 5
00011433131087 2
00011433131094 14
00011433131117 0
00011433131803 1
00011433132831 3
00011433133197 8
00011433133258 7
00011433133265 13
00011433133272 14
00011433133289 7
00011433133296 1
00011433134842 9
00011433150149 8
00011433150279 12
00011433150293 14
00011433150453 0
00011433150781 2
00011433150811 1
00011433158343 9
00011433159869 0
00011433159937 2
00011472107555 14
00011472527506 8
00011509002013 14
00011509002051 3
00011509002068 10
00011509003676 6
00011509003720 15
00011509003928 13
00011509041364 7
00011509041371 14
00011509041388 5
00011509041517 3
00011509041524 10
00011509043108 7
00011509043115 5
00011509043122 9
00011509043139 2
00011509043146 10
00011509043153 9
00011509043177 14
00011509043184 7
00011509043191 9
00011509043207 5
00011509049001 9
00011509049018 6
00011509049025 13
00011509049032 6
00011509049049 15
00011509049056 5
00011509049063 12
00011509049100 11
00011509049117 3
00011509049315 13
00011509049322 10
00011509049339 1
00011509049346 8
00011509049353 5
00011509049360 5
00011509049391 6
00011509049407 14
00011509060020 4
00011509060037 5
00011509060228 13
00011509060273 9
00011509060280 5
00011509065070 2
00011509065087 8
00011509209191 14
00011509211323 15
00011509221513 11
00011509311009 9
00011546337956 5
00011547330017 15
00011547999771 1
00011547999788 10
00011594100342 12
00011594100359 2
00011594100427 0
00011600000017 4
00011600000048 14
00011658525036 14
00011694173000 3
00011821301603 2
00011821464315 1
00011821464629 5
00011821577305 13
00011821577602 5
00011821590090 14
00011821740105 1
00011821740402 0
00011821740426 12
00011821740907 9
00011821741102 0
00011821910300 5
00011826100102 9
00011826100119 11
00011826100126 6
00011826102007 0
00011826102250 2
00011826102458 13
00011826200017 13
00011826300014 9
00011826600022 4
00011826800026 5
